orderNum,text,url,millisecondsOnPage,responseDelay,subjectId,response,id
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects03.jpg,15195,6490,AR868,1,032987e8-6fc3-4090-884c-c420ed103dda
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects08.jpg,30930,30930,AV614,5,0d866ee8-c84f-4eb6-8529-d70e89851180
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects05.jpg,12630,11310,AP299,1,122853de-7fe5-4142-9b5e-5a1e755a900b
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects12.jpg,8040,6970,AQ029,1,258828b9-7c35-4e4f-a87f-02124f24f68c
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects04.jpg,13920,11975,AZ007,3,39c15ac2-2882-415a-b4e3-18d88766802f
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects10.jpg,31920,31920,AU922,5,53a476e3-a761-4e55-ab81-9fa15c991c28
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects11.jpg,11320,11320,AL473,5,549c2297-9be7-4fee-8a76-65f6faae7bc5
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects10.jpg,30105,28565,AW656,1,63ecaf14-b880-46c8-8d69-5facbd616f63
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects08.jpg,10500,7445,AT042,3,677a3aa0-db08-4164-be5c-4ed3fa3c7db3
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects03.jpg,11365,9975,"AN590   ",1,77675883-db0a-4335-b2a8-f66bd18ade32
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects02.jpg,6010,3875,AV940,2,9ceda3c8-dc8a-41db-9a56-0790b87c44a4
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects08.jpg,8095,8095,AW709,5,c4ba1e73-fc7b-4790-a1cc-8230a15aade2
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects06.jpg,13965,7635,AL550,4,c630e87a-439a-46bc-8161-1c1fe4a1565c
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects12.jpg,4235,2910,AL016,1,d91a20b9-4914-4ff6-aba8-7d05e1c434b2
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects11.jpg,18320,15975,AY394,4,dd734b79-9fe7-4001-b17a-eee247737cce
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects03.jpg,6330,6330,AW653,5,e948eb2c-3ffe-4ce7-9877-c9dbdf9c58f3
0,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects06.jpg,16820,10795,AR560,1,f30dfa7f-f44c-4b60-9cef-87ea9d957080
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects07.jpg,14405,12780,AM031,0,02a37d1b-82f3-4d53-81dd-241ef21df3f3
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects03.jpg,7515,6065,AR868,0,032987e8-6fc3-4090-884c-c420ed103dda
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects08.jpg,25305,25300,AV614,50,0d866ee8-c84f-4eb6-8529-d70e89851180
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects05.jpg,9470,7575,AP299,0,122853de-7fe5-4142-9b5e-5a1e755a900b
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects12.jpg,6150,5205,AQ029,1,258828b9-7c35-4e4f-a87f-02124f24f68c
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects04.jpg,10455,8575,AZ007,21,39c15ac2-2882-415a-b4e3-18d88766802f
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects10.jpg,31920,31920,AU922,5,53a476e3-a761-4e55-ab81-9fa15c991c28
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects11.jpg,7025,4905,AL473,0,549c2297-9be7-4fee-8a76-65f6faae7bc5
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects10.jpg,15415,7225,AW656,11,63ecaf14-b880-46c8-8d69-5facbd616f63
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects08.jpg,15120,9195,AT042,11,677a3aa0-db08-4164-be5c-4ed3fa3c7db3
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects03.jpg,11520,9275,"AN590   ",1,77675883-db0a-4335-b2a8-f66bd18ade32
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects02.jpg,7325,5635,AV940,9,9ceda3c8-dc8a-41db-9a56-0790b87c44a4
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects08.jpg,17400,8055,AW709,60,c4ba1e73-fc7b-4790-a1cc-8230a15aade2
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects06.jpg,10665,6065,AL550,0,c630e87a-439a-46bc-8161-1c1fe4a1565c
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects12.jpg,13665,8565,AL016,9,d91a20b9-4914-4ff6-aba8-7d05e1c434b2
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects11.jpg,9605,6870,AY394,60,dd734b79-9fe7-4001-b17a-eee247737cce
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects03.jpg,10750,10750,AW653,50,e948eb2c-3ffe-4ce7-9877-c9dbdf9c58f3
0,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects06.jpg,22165,10805,AR560,2,f30dfa7f-f44c-4b60-9cef-87ea9d957080
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects07.jpg,8210,6265,AM031,0,02a37d1b-82f3-4d53-81dd-241ef21df3f3
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects03.jpg,15490,10895,AR868,10,032987e8-6fc3-4090-884c-c420ed103dda
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects08.jpg,10650,10650,AV614,50,0d866ee8-c84f-4eb6-8529-d70e89851180
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects05.jpg,7425,5700,AP299,0,122853de-7fe5-4142-9b5e-5a1e755a900b
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects12.jpg,5170,4155,AQ029,0,258828b9-7c35-4e4f-a87f-02124f24f68c
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects04.jpg,7210,7210,AZ007,50,39c15ac2-2882-415a-b4e3-18d88766802f
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects10.jpg,33450,31495,AU922,28,53a476e3-a761-4e55-ab81-9fa15c991c28
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects11.jpg,7935,6115,AL473,0,549c2297-9be7-4fee-8a76-65f6faae7bc5
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects10.jpg,6425,5260,AW656,0,63ecaf14-b880-46c8-8d69-5facbd616f63
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects08.jpg,11370,7075,AT042,1,677a3aa0-db08-4164-be5c-4ed3fa3c7db3
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects03.jpg,12110,10660,"AN590   ",2,77675883-db0a-4335-b2a8-f66bd18ade32
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects02.jpg,23485,8590,AV940,28,9ceda3c8-dc8a-41db-9a56-0790b87c44a4
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects08.jpg,17100,9020,AW709,49,c4ba1e73-fc7b-4790-a1cc-8230a15aade2
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects06.jpg,8505,6245,AL550,100,c630e87a-439a-46bc-8161-1c1fe4a1565c
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects12.jpg,6130,4835,AL016,0,d91a20b9-4914-4ff6-aba8-7d05e1c434b2
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects11.jpg,22505,18225,AY394,69,dd734b79-9fe7-4001-b17a-eee247737cce
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects03.jpg,9140,7840,AW653,1,e948eb2c-3ffe-4ce7-9877-c9dbdf9c58f3
0,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects06.jpg,14765,14765,AR560,50,f30dfa7f-f44c-4b60-9cef-87ea9d957080
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools/control_tools16.jpg,5020,3970,AM031,0,02a37d1b-82f3-4d53-81dd-241ef21df3f3
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands032.jpg,8680,7245,AR868,1,032987e8-6fc3-4090-884c-c420ed103dda
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_hands/control_tools_hands57.jpg,11090,10145,AV614,0,0d866ee8-c84f-4eb6-8529-d70e89851180
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands031.jpg,5220,4160,AP299,1,122853de-7fe5-4142-9b5e-5a1e755a900b
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_instruments/substance_injection_instruments119.jpg,6200,5505,AQ029,1,258828b9-7c35-4e4f-a87f-02124f24f68c
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments039.jpg,5215,3650,AZ007,1,39c15ac2-2882-415a-b4e3-18d88766802f
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands031.jpg,10955,8230,AU922,1,53a476e3-a761-4e55-ab81-9fa15c991c28
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments056.jpg,6015,3375,AL473,1,549c2297-9be7-4fee-8a76-65f6faae7bc5
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools/control_tools16.jpg,5480,4640,AW656,0,63ecaf14-b880-46c8-8d69-5facbd616f63
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_hands/control_tools_hands54.jpg,15385,9230,AT042,0,677a3aa0-db08-4164-be5c-4ed3fa3c7db3
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands021.jpg,10655,9575,"AN590   ",1,77675883-db0a-4335-b2a8-f66bd18ade32
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools/control_tools14.jpg,6145,4270,AV940,0,9ceda3c8-dc8a-41db-9a56-0790b87c44a4
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_hands/substance_injection_hands088.jpg,27425,26600,AW709,1,c4ba1e73-fc7b-4790-a1cc-8230a15aade2
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_objects_hands/control_objects_hands36.jpg,10300,8670,AL550,0,c630e87a-439a-46bc-8161-1c1fe4a1565c
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance020.jpg,7345,5780,AL016,1,d91a20b9-4914-4ff6-aba8-7d05e1c434b2
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments040.jpg,6510,5140,AY394,1,dd734b79-9fe7-4001-b17a-eee247737cce
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments044.jpg,8795,7325,AW653,1,e948eb2c-3ffe-4ce7-9877-c9dbdf9c58f3
1,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_hands/control_tools_hands59.jpg,9095,7920,AR560,0,f30dfa7f-f44c-4b60-9cef-87ea9d957080
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools/control_tools16.jpg,5670,2890,AM031,1,02a37d1b-82f3-4d53-81dd-241ef21df3f3
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands032.jpg,9980,6315,AR868,5,032987e8-6fc3-4090-884c-c420ed103dda
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_hands/control_tools_hands57.jpg,5780,5775,AV614,5,0d866ee8-c84f-4eb6-8529-d70e89851180
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands031.jpg,19245,12845,AP299,5,122853de-7fe5-4142-9b5e-5a1e755a900b
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_instruments/substance_injection_instruments119.jpg,7035,4820,AQ029,1,258828b9-7c35-4e4f-a87f-02124f24f68c
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments039.jpg,18955,16940,AZ007,6,39c15ac2-2882-415a-b4e3-18d88766802f
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands031.jpg,20510,18465,AU922,2,53a476e3-a761-4e55-ab81-9fa15c991c28
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments056.jpg,27420,21390,AL473,3,549c2297-9be7-4fee-8a76-65f6faae7bc5
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools/control_tools16.jpg,4635,4630,AW656,5,63ecaf14-b880-46c8-8d69-5facbd616f63
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_hands/control_tools_hands54.jpg,11185,8140,AT042,6,677a3aa0-db08-4164-be5c-4ed3fa3c7db3
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands021.jpg,31960,31955,"AN590   ",5,77675883-db0a-4335-b2a8-f66bd18ade32
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools/control_tools14.jpg,14500,12295,AV940,6,9ceda3c8-dc8a-41db-9a56-0790b87c44a4
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_hands/substance_injection_hands088.jpg,11565,8505,AW709,1,c4ba1e73-fc7b-4790-a1cc-8230a15aade2
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_objects_hands/control_objects_hands36.jpg,8765,8765,AL550,5,c630e87a-439a-46bc-8161-1c1fe4a1565c
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance020.jpg,4185,3235,AL016,9,d91a20b9-4914-4ff6-aba8-7d05e1c434b2
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments040.jpg,12955,9550,AY394,2,dd734b79-9fe7-4001-b17a-eee247737cce
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments044.jpg,17155,15720,AW653,6,e948eb2c-3ffe-4ce7-9877-c9dbdf9c58f3
1,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_hands/control_tools_hands59.jpg,4240,2560,AR560,1,f30dfa7f-f44c-4b60-9cef-87ea9d957080
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools/control_tools16.jpg,6320,4090,AM031,1,02a37d1b-82f3-4d53-81dd-241ef21df3f3
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands032.jpg,7215,5155,AR868,1,032987e8-6fc3-4090-884c-c420ed103dda
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_hands/control_tools_hands57.jpg,2775,2770,AV614,5,0d866ee8-c84f-4eb6-8529-d70e89851180
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands031.jpg,8290,6535,AP299,6,122853de-7fe5-4142-9b5e-5a1e755a900b
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_instruments/substance_injection_instruments119.jpg,4830,3760,AQ029,6,258828b9-7c35-4e4f-a87f-02124f24f68c
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments039.jpg,5070,3830,AZ007,9,39c15ac2-2882-415a-b4e3-18d88766802f
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands031.jpg,51285,49000,AU922,7,53a476e3-a761-4e55-ab81-9fa15c991c28
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments056.jpg,11480,4345,AL473,7,549c2297-9be7-4fee-8a76-65f6faae7bc5
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools/control_tools16.jpg,7855,6020,AW656,1,63ecaf14-b880-46c8-8d69-5facbd616f63
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_hands/control_tools_hands54.jpg,8805,6980,AT042,6,677a3aa0-db08-4164-be5c-4ed3fa3c7db3
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands021.jpg,7870,7015,"AN590   ",1,77675883-db0a-4335-b2a8-f66bd18ade32
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools/control_tools14.jpg,7005,5235,AV940,4,9ceda3c8-dc8a-41db-9a56-0790b87c44a4
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_hands/substance_injection_hands088.jpg,11735,7725,AW709,7,c4ba1e73-fc7b-4790-a1cc-8230a15aade2
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects_hands/control_objects_hands36.jpg,12980,7660,AL550,1,c630e87a-439a-46bc-8161-1c1fe4a1565c
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance020.jpg,4205,3305,AL016,1,d91a20b9-4914-4ff6-aba8-7d05e1c434b2
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments040.jpg,6430,4195,AY394,7,dd734b79-9fe7-4001-b17a-eee247737cce
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments044.jpg,5845,4505,AW653,7,e948eb2c-3ffe-4ce7-9877-c9dbdf9c58f3
1,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_hands/control_tools_hands59.jpg,6990,5905,AR560,1,f30dfa7f-f44c-4b60-9cef-87ea9d957080
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools/control_tools16.jpg,9700,8445,AM031,2,02a37d1b-82f3-4d53-81dd-241ef21df3f3
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands032.jpg,14935,8950,AR868,40,032987e8-6fc3-4090-884c-c420ed103dda
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools_hands/control_tools_hands57.jpg,2135,2130,AV614,50,0d866ee8-c84f-4eb6-8529-d70e89851180
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands031.jpg,6655,4480,AP299,61,122853de-7fe5-4142-9b5e-5a1e755a900b
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_instruments/substance_injection_instruments119.jpg,11460,9990,AQ029,100,258828b9-7c35-4e4f-a87f-02124f24f68c
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments/substance_instruments039.jpg,4545,3370,AZ007,99,39c15ac2-2882-415a-b4e3-18d88766802f
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands031.jpg,15375,12230,AU922,100,53a476e3-a761-4e55-ab81-9fa15c991c28
1,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments/substance_instruments056.jpg,13995,5050,AL473,80,549c2297-9be7-4fee-8a76-65f6faae7bc5
